Date,Close,High,Low,Open,Volume
6/6/2024,199.4850006,199.9340057,199.0449982,199.4850006,0
6/7/2024,199.1649933,199.7890015,198.4100037,199.1649933,0
6/10/2024,199.6100006,199.9179993,198.9349976,199.6100006,0
6/11/2024,199.8439941,200.3789978,199.6600037,199.8439941,0
6/12/2024,200.1430054,200.904007,199.9420013,200.1430054,0
6/13/2024,200.6309967,201.2910004,199.9750061,200.6309967,0
6/14/2024,200.4199982,201.6029968,198.9409943,200.4199982,0
6/17/2024,199.8029938,200.3240051,199.0859985,199.8029938,0
6/18/2024,200.4889984,200.8289948,200.0279999,200.4889984,0
6/19/2024,200.5619965,201.1100006,200.3910065,200.6000061,0
6/20/2024,200.927002,201.3809967,200.8339996,200.927002,0
6/21/2024,201.2059937,201.5820007,200.5590057,201.2059937,0
6/24/2024,202.0189972,202.6820068,201.4459991,202.0189972,0
6/25/2024,202.5130005,202.5890045,202.0269928,202.5130005,0
6/26/2024,202.5399933,203.1000061,202.4700012,202.5399933,0
6/27/2024,202.7160034,203.3500061,202.4900055,202.7160034,0
6/28/2024,203.1889954,203.5659943,202.576004,203.1889954,0
7/1/2024,203.4799957,204.727005,203.4299927,203.4799957,0
7/2/2024,204.2290039,204.8130035,203.8849945,204.2290039,0
7/3/2024,204.8999939,206.1569977,204.875,204.8999939,0
7/4/2024,206.0090027,205.9689941,205.2799988,206.0090027,0
7/5/2024,205.8079987,206.423996,205.0160065,205.8079987,0
7/8/2024,205.7089996,206.6580048,205.2920074,205.7089996,0
7/9/2024,206.1419983,206.5549927,205.8670044,206.1419983,0
7/10/2024,206.3119965,207.7630005,206.3049927,206.3119965,0
7/11/2024,207.7030029,208.102005,203.9160004,207.7030029,0
7/12/2024,204.4340057,206.3139954,204.1269989,204.4340057,0
7/15/2024,205.2689972,205.2920074,204.7920074,205.2689972,0
7/16/2024,205.0820007,205.7769928,205.029007,205.0820007,0
7/17/2024,205.4819946,205.6690063,203.4380035,205.4819946,0
7/18/2024,202.4859924,203.6900024,202.279007,202.4859924,0
7/19/2024,203.5149994,204.2019958,202.9620056,203.5149994,0
7/22/2024,203.5850067,203.598999,201.9049988,203.5850067,0
7/23/2024,202.8869934,202.8880005,201.1589966,202.8869934,0
7/24/2024,200.9499969,201.1699982,197.7839966,200.9499969,0
7/25/2024,198.5,198.5279999,195.8639984,198.5,0
7/26/2024,197.5740051,199.1269989,197.0359955,197.5740051,0
7/29/2024,198.3390045,198.5850067,196.8119965,198.3390045,0
7/30/2024,197.8119965,199.4369965,197.1000061,197.8119965,0
7/31/2024,195.9700012,197.2100067,192.2120056,195.9700012,0
8/1/2024,192.4609985,193.2510071,190.9530029,192.4609985,0
